"id","parent_id","name","fullname","parent_name","name_ru","vehicle_type_id","slug","source","parent_model_id","freq"
4964,4963,"Dallara F399/300","","Гоночный болид","",1,"dallaraf399300","ilya",NULL,0
4965,4963,"Шоу-кар «Формула-1»","","Гоночный болид","",1,"shoukarformula1","ilya",NULL,0
4966,NULL,"Logem","Logem","","Логем",NULL,"logem","ilya",NULL,0
4967,4966,"EC30","","Logem","",1,"ec30","ilya",NULL,0
4968,NULL,"Dallara","Dallara","","Даллара",NULL,"dallara","ilya",NULL,0
4969,4968,"Stradale","","Dallara","",1,"stradale","ilya",NULL,0
4970,NULL,"Heinkel","Heinkel","","Хенкель",NULL,"heinkel","ilya",NULL,0
4971,4970,"Typ 154","","Heinkel","",1,"typ154","ilya",NULL,1
4972,NULL,"Yulon","Yulon","","nan",NULL,"yulon","ilya",NULL,0
4973,4972,"Feeling","","Yulon","",1,"feeling","ilya",NULL,0
4974,3,"NDX","","Acura","НДИкс",NULL,"ndx","robasta",NULL,0
4975,4,"Jeep","","Admiral","Джип",NULL,"jeep","robasta",NULL,0
4976,4,"Landmark","","Admiral","Ландмарк",NULL,"landmark","robasta",NULL,0
4977,4,"SUV","","Admiral","СЮВ",NULL,"suv","robasta",NULL,0
4978,5,"105","","Alfa Romeo","105",NULL,"105","robasta",NULL,0
4979,5,"115","","Alfa Romeo","115",NULL,"115","robasta",NULL,0
4980,5,"8C","","Alfa Romeo","8Ц",NULL,"8c","robasta",NULL,0
4981,6,"1300","","Alpina","1300",NULL,"1300","robasta",NULL,0
4982,6,"1600","","Alpina","1600",NULL,"1600","robasta",NULL,0
4983,6,"A110","","Alpina","А110",NULL,"a110","robasta",NULL,0
4984,6,"A310","","Alpina","А310",NULL,"a310","robasta",NULL,0
4985,6,"A610","","Alpina","А610",NULL,"a610","robasta",NULL,0
4986,6,"Berlinette","","Alpina","Берлинетте",NULL,"berlinette","robasta",NULL,0
4987,6,"RLE Roadster","","Alpina","РЛЕ Родстер",NULL,"rleroadster","robasta",NULL,0
4988,6,"V6","","Alpina","В6",NULL,"v6","robasta",NULL,0
4989,8,"Rocstra","","Asia","Рокстра",NULL,"rocstra","robasta",NULL,0
4990,9,"AR1","","Aston Martin","АР1",NULL,"ar1","robasta",NULL,0
4991,9,"V12 Vantage S","","Aston Martin","В12 Вантаж С",1,"v12vantages","robasta",2369,1
4992,9,"V8 Coupe","","Aston Martin","В8 Купе",NULL,"v8coupe","robasta",NULL,0
4993,9,"V8 Vantage S","","Aston Martin","В8 Вантаж С",1,"v8vantages","robasta",204,2
4994,9,"V8 Volante","","Aston Martin","В8 Воланте",NULL,"v8volante","robasta",NULL,0
4995,9,"Vanquish Volante","","Aston Martin","Ванквиш Воланте",NULL,"vanquishvolante","robasta",NULL,0
4996,9,"Zagato","","Aston Martin","Загато",NULL,"zagato","robasta",NULL,0
4997,10,"105","","Audi","105",NULL,"105","robasta",NULL,0
4998,10,"60","","Audi","60",NULL,"60","robasta",NULL,0
4999,10,"R8 GT","","Audi","Р8 ГТ",1,"r8gt","robasta",220,11
5000,10,"R8 Spyder","","Audi","Р8 Спайдер",NULL,"r8spyder","robasta",NULL,0
5001,10,"RS1","","Audi","РС1",NULL,"rs1","robasta",NULL,0
5002,10,"RS8","","Audi","РС 8",NULL,"rs8","robasta",NULL,0
5003,2431,"BD","","Baltijas Dzips","БД",NULL,"bd","robasta",NULL,0
5004,NULL,"BAW","BAW","","",NULL,"baw","robasta",NULL,0
5005,5004,"Fenix","","BAW","Феникс",2,"fenix","robasta",NULL,0
5006,5004,"Tonik","","BAW","Тоник",2,"tonik","robasta",NULL,0
5007,2433,"BJ212","","Beijing",NULL,NULL,"bj212","robasta",NULL,0
5008,13,"Continental GTC","","Bentley","Континентал ГТЦ",NULL,"continentalgtc","robasta",NULL,0
5009,13,"Continental Supersports","","Bentley","Континентал Суперспортс",NULL,"continentalsupersports","robasta",NULL,0
5010,13,"Supersport","","Bentley","Суперспорт",NULL,"supersport","robasta",NULL,0
5011,2446,"Type 3 Cabriolet","","Bitter",NULL,NULL,"type3cabriolet","robasta",NULL,0
5012,NULL,"Blonell","Blonell","",NULL,NULL,"blonell","robasta",NULL,0
5013,5012,"TF 2000 MK1","","Blonell",NULL,NULL,"tf2000mk1","robasta",NULL,0
5014,11,"02","","BMW","2",NULL,"02","robasta",NULL,0
5015,11,"2000 C","","BMW","2000 Ц",NULL,"2000c","robasta",NULL,0
5016,11,"CS","","BMW","ЦС",NULL,"cs","robasta",NULL,0
5017,11,"2er Gran Coupe","","BMW","2ер Гран Купе",1,"2gc","robasta",2474,129
5018,11,"15","","BMW","15",NULL,"15","robasta",NULL,0
5019,11,"3er Gran Turismo","","BMW","3ер Гран Туризмо",1,"3gt","robasta",232,2859
5020,11,"4er Gran Coupe","","BMW","4ер Гран Купе",1,"4gc","robasta",2476,121
5021,11,"5er Gran Turismo","","BMW","5ер Гран Туризмо",1,"5gt","robasta",233,3313
5022,11,"6er Gran Coupe","","BMW","6ер Гран Купе",1,"6gc","robasta",234,284
5023,11,"6er Gran Turismo","","BMW","6ер Гран Туризмо",1,"6gt","robasta",234,284
5024,11,"8er Gran Coupe","","BMW","8-ер Гран Купе",1,"8gc","robasta",236,80
5025,11,"ActiveHybrid 7","","BMW","АктивГибрид 7",NULL,"activehybrid7","robasta",NULL,0
5026,11,"iX3","","BMW","иИкс3",1,"ix3","robasta",NULL,0
5027,11,"M8 Gran Coupe","","BMW","М8 Гран Купе",1,"m8gc","robasta",2482,5
5028,14,"FRV","","Brilliance",NULL,NULL,"frv","robasta",NULL,0
5029,2508,"Century","","Bufori",NULL,NULL,"century","robasta",NULL,0
5030,2508,"Enclave","","Bufori",NULL,NULL,"enclave","robasta",NULL,0
5031,2508,"Encore","","Bufori",NULL,NULL,"encore","robasta",NULL,0
5032,2508,"LaCrosse","","Bufori",NULL,NULL,"lacrosse","robasta",NULL,0
5033,2508,"LeSabre","","Bufori",NULL,NULL,"lesabre","robasta",NULL,0
5034,2508,"Park Avenue","","Bufori",NULL,NULL,"parkavenue","robasta",NULL,0
5035,2508,"Regal","","Bufori",NULL,NULL,"regal","robasta",NULL,0
5036,2508,"Rendezvous","","Bufori",NULL,NULL,"rendezvous","robasta",NULL,0
5037,2508,"Roadmaster","","Bufori",NULL,NULL,"roadmaster","robasta",NULL,0
5038,15,"EB","","Bugatti","ЕБ 110",NULL,"eb","robasta",NULL,0
5039,15,"Galibier","","Bugatti","Галибьер",NULL,"galibier","robasta",NULL,0
5040,16,"Allure","","Buick",NULL,NULL,"allure","robasta",NULL,0
5041,16,"HRV","","Buick",NULL,NULL,"hrv","robasta",NULL,0
5042,16,"Rivera","","Buick",NULL,NULL,"rivera","robasta",NULL,0
5043,16,"Royaum","","Buick",NULL,NULL,"royaum","robasta",NULL,0
5044,16,"Sedan","","Buick",NULL,NULL,"sedan","robasta",NULL,0
5045,12,"ET","","BYD",NULL,NULL,"et","robasta",NULL,0
5046,12,"F2","","BYD",NULL,NULL,"f2","robasta",NULL,0
5047,12,"Flyer II","","BYD",NULL,NULL,"flyerii","robasta",NULL,0
5048,12,"S8","","BYD",NULL,NULL,"s8","robasta",NULL,0
5049,17,"CTS Coupe","","Cadillac","ЦТС Купе",NULL,"ctscoupe","robasta",NULL,0
5050,17,"Evoq","","Cadillac","Эвок",NULL,"evoq","robasta",NULL,0
5051,17,"Victoria","","Cadillac","Виктория",NULL,"victoria","robasta",NULL,0
5052,2568,"Taxi","","Carbodies",NULL,NULL,"taxi","robasta",NULL,0
5053,NULL,"Carver","Carver","","",NULL,"carver","robasta",NULL,0
5054,5053,"Carver One","","Carver",NULL,NULL,"one","robasta",NULL,0
5055,18,"Academy","","Caterham",NULL,NULL,"academy","robasta",NULL,0
5056,18,"Classic","","Caterham",NULL,NULL,"classic","robasta",NULL,0
5057,18,"Roadsport","","Caterham",NULL,NULL,"roadsport","robasta",NULL,0
5058,18,"Superlight","","Caterham",NULL,NULL,"superlight","robasta",NULL,0
5059,2574,"SM-8","","Changan",NULL,NULL,"sm8","robasta",NULL,0
5060,2574,"Z-Chine","","Changan",NULL,NULL,"zchine","robasta",NULL,0
5061,19,"Flying PickUp","","ChangFeng",NULL,NULL,"flyingpickup","robasta",NULL,0
5062,19,"Flying SUV","","ChangFeng",NULL,NULL,"flyingsuv","robasta",NULL,0
5063,20,"Amulet (A15)","","Chery",NULL,1,"amuleta15","robasta",NULL,767
5064,20,"Bonus (A13)","","Chery",NULL,1,"bonusa13","robasta",NULL,193
5065,20,"Bonus 3 (E3","","Chery",NULL,NULL,"bonus3e3","robasta",NULL,0
5066,20,"A19)","","Chery",NULL,NULL,"a19","robasta",NULL,0
5067,20,"CrossEastar (B14)","","Chery",NULL,1,"crosseastarb14","robasta",NULL,21
5068,20,"Fora (A21)","","Chery",NULL,1,"foraa21","robasta",NULL,203
5069,20,"IndiS (S18D)","","Chery",NULL,1,"indiss18d","robasta",NULL,256
5070,20,"Kimo (A1)","","Chery",NULL,1,"kimoa1","robasta",NULL,125
5071,20,"M11 (A3)","","Chery",NULL,1,"m11a3","robasta",NULL,107
5072,20,"Oriental Son (B11)","","Chery",NULL,1,"orientalsonb11","robasta",NULL,6
5073,20,"QQ6 (S21)","","Chery",NULL,1,"qq6s21","robasta",NULL,88
5074,20,"Tiggo (T11)","","Chery",NULL,1,"tiggot11","robasta",NULL,766
5075,20,"Tiggo 7 Pro","","Chery",NULL,1,"tiggo7pro","robasta",NULL,229
5076,20,"Very (A13)","","Chery",NULL,1,"verya13","robasta",NULL,67
5077,20,"Windcloud (A11)","","Chery",NULL,1,"windclouda11","robasta",NULL,0
5078,21,"Apache","","Chevrolet","Апач",1,"apache","robasta",NULL,0
5079,21,"C","","Chevrolet","Ц",NULL,"c","robasta",NULL,0
5080,21,"Nexia","","Chevrolet","Нексия",1,"nexia","robasta",NULL,148
5081,21,"Trax","","Chevrolet","Тракс",NULL,"trax","robasta",NULL,0
5082,22,"Daytona Shelby","","Chrysler","Дайтона Шелби",NULL,"daytonashelby","robasta",NULL,0
5083,23,"Acadiane","","Citroen","Акадиан",NULL,"acadiane","robasta",NULL,0
5084,23,"C25","","Citroen",NULL,2,"c25","robasta",NULL,0
5085,23,"DS2","","Citroen",NULL,NULL,"ds2","robasta",NULL,0
5086,23,"DS9","","Citroen",NULL,NULL,"ds9","robasta",NULL,0
5087,23,"Express","","Citroen",NULL,NULL,"express","robasta",NULL,0
5088,23,"FAF","","Citroen",NULL,NULL,"faf","robasta",NULL,0
5089,23,"GSA","","Citroen",NULL,NULL,"gsa","robasta",NULL,0
5090,23,"GT","","Citroen",NULL,NULL,"gt","robasta",NULL,0
5091,23,"LNA","","Citroen",NULL,NULL,"lna","robasta",NULL,0
5092,25,"Logan MCV","","Dacia",NULL,NULL,"loganmcv","robasta",NULL,0
5093,26,"Condor","","Daewoo",NULL,NULL,"condor","robasta",NULL,0
5094,NULL,"DAF","DAF","","",NULL,"daf","robasta",NULL,0
5095,5094,"46","","DAF",NULL,NULL,"46","robasta",NULL,0
5096,5094,"66","","DAF",NULL,NULL,"66","robasta",NULL,0
5097,27,"Atrai7","","Daihatsu",NULL,1,"atrai7","robasta",464,8
5098,27,"Cargo","","Daihatsu",NULL,NULL,"cargo","robasta",NULL,0
5099,27,"Charade De Tomaso","","Daihatsu",NULL,NULL,"charadedetomaso","robasta",NULL,0
5100,27,"Charade Social","","Daihatsu",NULL,NULL,"charadesocial","robasta",NULL,0
5101,27,"Cocoa","","Daihatsu",NULL,NULL,"cocoa","robasta",NULL,0
5102,27,"Delta","","Daihatsu",NULL,NULL,"delta","robasta",NULL,0
5103,27,"HiJet Hybrid","","Daihatsu",NULL,NULL,"hijethybrid","robasta",NULL,0
5104,27,"HiJet Truck","","Daihatsu",NULL,NULL,"hijettruck","robasta",NULL,0
5105,27,"Midget II","","Daihatsu",NULL,NULL,"midgetii","robasta",NULL,0
5106,27,"Mira Avy","","Daihatsu",NULL,NULL,"miraavy","robasta",NULL,0
5107,27,"Mira e","","Daihatsu",NULL,NULL,"mirae","robasta",NULL,0
5108,27,"Mira Gino 1000","","Daihatsu",NULL,NULL,"miragino1000","robasta",NULL,0
5109,27,"Mira Moderno","","Daihatsu",NULL,NULL,"miramoderno","robasta",NULL,0
5110,27,"Mira TR-XX","","Daihatsu",NULL,NULL,"miratrxx","robasta",NULL,0
5111,27,"Mira Van","","Daihatsu",NULL,NULL,"miravan","robasta",NULL,0
5112,27,"Moderno","","Daihatsu",NULL,NULL,"moderno","robasta",NULL,0
5113,27,"Perodua Viva","","Daihatsu",NULL,NULL,"peroduaviva","robasta",NULL,0
5114,27,"Social","","Daihatsu",NULL,NULL,"social","robasta",NULL,0
5115,27,"Terios Kid","","Daihatsu",NULL,1,"terioskid","robasta",490,94
5116,27,"Terios Lucia","","Daihatsu",NULL,NULL,"terioslucia","robasta",NULL,0
5117,28,"Coupe","","Daimler",NULL,NULL,"coupe","robasta",NULL,0
5118,28,"Landaulette","","Daimler",NULL,NULL,"landaulette","robasta",NULL,0
5119,28,"Sovereign","","Daimler",NULL,NULL,"sovereign","robasta",NULL,0
5120,2837,"Jeep","","Dallas",NULL,NULL,"jeep","robasta",NULL,0
5121,NULL,"Damer","Damer","",NULL,NULL,"damer","robasta",NULL,0
5122,5121,"E-car GD04B","","Damer",NULL,NULL,"ecargd04b","robasta",NULL,0
5123,31,"D","","Dodge",NULL,NULL,"d","robasta",NULL,0
5124,31,"W Series","","Dodge",NULL,NULL,"w","robasta",NULL,0
5125,31,"Sprinter","","Dodge",NULL,2,"sprinter","robasta",NULL,0
5126,2908,"ZNA","","DongFeng",NULL,NULL,"zna","robasta",NULL,0
5127,2908,"ZND","","DongFeng",NULL,NULL,"znd","robasta",NULL,0
5128,NULL,"Ecomotors","Ecomotors","",NULL,NULL,"ecomotors","robasta",NULL,0
5129,5128,"Estrima Biro","","Ecomotors",NULL,NULL,"estrimabiro","robasta",NULL,0
5130,35,"A6","","FAW",NULL,NULL,"a6","robasta",NULL,0
5131,35,"Bestune T99","","FAW",NULL,1,"bestunet99","robasta",NULL,0
5132,35,"Bora","","FAW",NULL,NULL,"bora","robasta",NULL,0
5133,35,"CargoVan","","FAW",NULL,NULL,"cargovan","robasta",NULL,0
5134,35,"City Golf","","FAW",NULL,NULL,"citygolf","robasta",NULL,0
5135,35,"Jetta","","FAW",NULL,NULL,"jetta","robasta",NULL,0
5136,35,"Landmark","","FAW",NULL,NULL,"landmark","robasta",NULL,0
5137,35,"Vizi","","FAW",NULL,NULL,"vizi","robasta",NULL,0
5138,38,"458 Speciale","","Ferrari","458 Специале",1,"458speciale","robasta",2963,0
5139,38,"458 Speciale A","","Ferrari","458 Специале А",1,"458specialea","robasta",2963,0
5140,38,"488 GTB","","Ferrari","488 ГТБ",1,"488gtb","robasta",2977,6
5141,38,"488 Spider","","Ferrari","Спайдер",1,"488spider","robasta",2977,6
5142,38,"599 GTB Fiorano","","Ferrari","ГТБ Фиорано",NULL,"599gtbfiorano","robasta",NULL,0
5143,38,"599 GTO","","Ferrari","ГТО",NULL,"599gto","robasta",NULL,0
5144,38,"Dino","","Ferrari","Дино",NULL,"dino","robasta",NULL,0
5145,38,"Dino 208","","Ferrari","Дино 208",NULL,"dino208","robasta",NULL,0
5146,38,"308 GT4","","Ferrari","308 ГТ4",NULL,"308gt4","robasta",NULL,0
5147,38,"F12 TDF","","Ferrari","Ф12 ТДФ",NULL,"f12tdf","robasta",NULL,0
5148,38,"FXX","","Ferrari","ФиксИкс",NULL,"fxx","robasta",NULL,0
5149,38,"Maranello","","Ferrari","Маранелло",NULL,"maranello","robasta",NULL,0
5150,39,"900E","","Fiat",NULL,NULL,"900e","robasta",NULL,0
5151,39,"New 500","","Fiat",NULL,NULL,"new500","robasta",NULL,0
5152,40,"Bronco Sport","","Ford","Бронко Спорт",1,"broncosport","robasta",NULL,0
5153,40,"F-450","","Ford","Ф-450",NULL,"f450","robasta",NULL,0
5154,40,"Fusion Hybrid","","Ford","Фьюжн Гибрид",NULL,"fusionhybrid","robasta",NULL,0
5155,40,"Grand C-Max","","Ford","Гранд Ц-Макс",NULL,"grandcmax","robasta",NULL,0
5156,40,"Sport Trac","","Ford","Спорт Трэк",NULL,"sporttrac","robasta",NULL,0
5157,40,"Transit Courier","","Ford","Транзит Курьер",NULL,"transitcourier","robasta",NULL,0
5158,40,"Transit Custom","","Ford","Транзит Кастом",2,"transitcustom","robasta",NULL,0
5159,40,"Transit Tourneo","","Ford","Транзит Турнео",NULL,"transittourneo","robasta",NULL,0
5160,42,"Merrie","","Geely",NULL,NULL,"merrie","robasta",NULL,0
5161,41,"Aventra","","GMC",NULL,NULL,"aventra","robasta",NULL,0
5162,41,"Berlina","","GMC",NULL,NULL,"berlina","robasta",NULL,0
5163,41,"Calais","","GMC",NULL,NULL,"calais","robasta",NULL,0
5164,41,"Caprice","","GMC",NULL,NULL,"caprice","robasta",NULL,0
5165,41,"Commodore","","GMC",NULL,NULL,"commodore","robasta",NULL,0
5166,41,"Cruze","","GMC",NULL,NULL,"cruze","robasta",NULL,0
5167,41,"Statesman","","GMC",NULL,NULL,"statesman","robasta",NULL,0
5168,45,"Victor","","Gonow",NULL,NULL,"victor","robasta",NULL,0
5169,46,"Deer G1","","Great Wall",NULL,NULL,"deerg1","robasta",NULL,0
5170,46,"Deer G3","","Great Wall",NULL,NULL,"deerg3","robasta",NULL,0
5171,46,"Deer G5","","Great Wall",NULL,NULL,"deerg5","robasta",NULL,0
5172,46,"Hover H2","","Great Wall",NULL,NULL,"hoverh2","robasta",NULL,0
5173,46,"Hover H7","","Great Wall",NULL,NULL,"hoverh7","robasta",NULL,0
5174,46,"Hover H8","","Great Wall",NULL,NULL,"hoverh8","robasta",NULL,0
5175,46,"Hover M1","","Great Wall",NULL,NULL,"hoverm1","robasta",NULL,0
5176,46,"Phenom","","Great Wall",NULL,NULL,"phenom","robasta",NULL,0
5177,46,"RUV","","Great Wall",NULL,NULL,"ruv","robasta",NULL,0
5178,46,"SUV G5","","Great Wall",NULL,NULL,"suvg5","robasta",NULL,0
5179,3182,"H11 (3 HB)","","Haima",NULL,NULL,"h113hb","robasta",NULL,0
5180,48,"Clubsport","","Holden",NULL,NULL,"clubsport","robasta",NULL,0
5181,48,"Combo","","Holden",NULL,NULL,"combo","robasta",NULL,0
5182,48,"Farad","","Holden",NULL,NULL,"farad","robasta",NULL,0
5183,48,"Maloo","","Holden",NULL,NULL,"maloo","robasta",NULL,0
5184,48,"Senator","","Holden",NULL,NULL,"senator","robasta",NULL,0
5185,48,"Statesmann","","Holden",NULL,NULL,"statesmann","robasta",NULL,0
5186,49,"Accord Inspire","","Honda","Аккорд Инспайр",NULL,"accordinspire","robasta",NULL,0
5187,49,"Acty Track","","Honda","Асти Трэк",NULL,"actytrack","robasta",NULL,0
5188,49,"Acty Van","","Honda","Асти Ван",NULL,"actyvan","robasta",NULL,0
5189,49,"Civic Shuttle","","Honda","Цивик Шаттл",1,"civicshuttle","robasta",712,1068
5190,49,"CR-X del Sol","","Honda","ЦР-Икс дель Сол",1,"crxdelsol","robasta",709,4
5191,49,"Freed Spike","","Honda","Фрид Спайк",1,"freedspike","robasta",3245,121
5192,49,"Jump","","Honda","Джамп",NULL,"jump","robasta",NULL,0
5193,49,"Life Dunk","","Honda","Лайф Данк",1,"lifedunk","robasta",727,11
5194,49,"Quintet","","Honda","Квинтет",NULL,"quintet","robasta",NULL,0
5195,49,"That","","Honda","Зэт",NULL,"that","robasta",NULL,0
5196,49,"Vamos Hobio","","Honda","Вамос Хобио",1,"vamoshobio","robasta",749,2
5197,4815,"Cabriolet","","Hurtan",NULL,NULL,"cabriolet","robasta",NULL,0
5198,4815,"Grand Albayci","","Hurtan",NULL,NULL,"grandalbayci","robasta",NULL,0
5199,52,"Grand Santa Fe","","Hyundai",NULL,NULL,"grandsantafe","robasta",NULL,0
5200,52,"i800","","Hyundai",NULL,NULL,"i800","robasta",NULL,0
5201,52,"Maxcruze","","Hyundai",NULL,NULL,"maxcruze","robasta",NULL,0
5202,52,"NF","","Hyundai",NULL,NULL,"nf","robasta",NULL,0
5203,52,"Tager","","Hyundai",NULL,NULL,"tager","robasta",NULL,0
5204,53,"EX25","","Infiniti","ЕИкс25",1,"ex25","robasta",800,143
5205,53,"EX30d","","Infiniti","ЕИкс30д",1,"ex30d","robasta",800,143
5206,53,"EX35","","Infiniti","ЕИкс35",1,"ex35","robasta",800,143
5207,53,"EX37","","Infiniti","ЕИкс37",1,"ex37","robasta",800,143
5208,53,"FX30d","","Infiniti","ФИкс30д",1,"fx30d","robasta",801,618
5209,53,"FX35","","Infiniti","ФИкс35",1,"fx35","robasta",801,618
5210,53,"FX45","","Infiniti","ФИкс45",1,"fx45","robasta",801,618
5211,53,"FX50","","Infiniti","ФИкс50",1,"fx50","robasta",801,618
5212,53,"G20","","Infiniti","Г20",1,"g20","robasta",3313,153
5213,53,"G25","","Infiniti","Г25",1,"g25","robasta",3313,153
5214,53,"G35","","Infiniti","Г35",1,"g35","robasta",3313,153
5215,53,"G37","","Infiniti","Г37",1,"g37","robasta",3313,153
5216,53,"I30","","Infiniti","Ай30",1,"i30","robasta",804,3
5217,53,"I35","","Infiniti","Ай35",1,"i35","robasta",804,3
5218,53,"JX35","","Infiniti","ДжейИкс35",NULL,"jx35","robasta",NULL,0
5219,53,"M25","","Infiniti","М25",1,"m25","robasta",806,137
5220,53,"M30","","Infiniti","М30",1,"m30","robasta",806,137
5221,53,"M30d","","Infiniti","М30д",1,"m30d","robasta",806,137
5222,53,"M35","","Infiniti","М35",1,"m35","robasta",806,137
5223,53,"M45","","Infiniti","М45",1,"m45","robasta",806,137
5224,53,"M56","","Infiniti","М56",1,"m56","robasta",806,137
5225,53,"Q80","","Infiniti","Кью80",NULL,"q80","robasta",NULL,0
5226,NULL,"Irmscher","Irmscher","",NULL,NULL,"irmscher","robasta",NULL,0
5227,5226,"Coupe","","Irmscher",NULL,NULL,"coupe","robasta",NULL,0
5228,5226,"GT","","Irmscher",NULL,NULL,"gt","robasta",NULL,0
5229,5226,"Omega Caravan","","Irmscher",NULL,NULL,"omegacaravan","robasta",NULL,0
5230,5226,"Senator","","Irmscher",NULL,NULL,"senator","robasta",NULL,0
5231,3342,"Commendatore","","Isdera",NULL,NULL,"commendatore","robasta",NULL,0
5232,56,"Giga","","Isuzu",NULL,NULL,"giga","robasta",NULL,0
5233,56,"Pa Nero","","Isuzu",NULL,NULL,"panero","robasta",NULL,0
5234,56,"TF","","Isuzu",NULL,2,"tf","robasta",NULL,0
5235,3372,"Daily","","IVECO",NULL,2,"daily","robasta",NULL,0
5236,3374,"iEV7L","","JAC",NULL,1,"iev7l","robasta",NULL,0
5237,3374,"J3","","JAC",NULL,NULL,"j3","robasta",NULL,0
5238,3374,"J6","","JAC",NULL,NULL,"j6","robasta",NULL,0
5239,3374,"J7","","JAC",NULL,1,"j7","robasta",NULL,0
5240,3374,"S1","","JAC",NULL,NULL,"s1","robasta",NULL,0
5241,58,"Daimler","","Jaguar","Даймлер",NULL,"daimler","robasta",NULL,0
5242,58,"E-type 2+2","","Jaguar","Е-тип2+2",NULL,"etype22","robasta",NULL,0
5243,58,"XFR-S","","Jaguar","ИксФР-С",NULL,"xfrs","robasta",NULL,0
5244,58,"XKR-S","","Jaguar","ИксКР-С",NULL,"xkrs","robasta",NULL,0
5245,59,"Derda","","Jeep","Дерда",NULL,"derda","robasta",NULL,0
5246,NULL,"Jiangling","Jiangling","",NULL,NULL,"jiangling","robasta",NULL,0
5247,5246,"Landwind","","Jiangling",NULL,NULL,"landwind","robasta",NULL,0
5248,57,"Landwind X6","","JMC",NULL,NULL,"landwindx6","robasta",NULL,0
5249,61,"Cerato Koup","","Kia","Церато Куп",NULL,"ceratokoup","robasta",NULL,0
5250,61,"Elan Sport","","Kia","Элан Спорт",NULL,"elansport","robasta",NULL,0
5251,61,"Grand Carnival","","Kia","Гранд Карнавал",NULL,"grandcarnival","robasta",NULL,0
5252,61,"K2700","","Kia","К2700",NULL,"k2700","robasta",NULL,0
5253,61,"Rio X-Line","","Kia","Рио Икс-Лайн",1,"rioxline","robasta",871,5738
5254,3453,"CC","","Koenigsegg",NULL,NULL,"cc","robasta",NULL,0
5255,3453,"Trevita","","Koenigsegg",NULL,NULL,"trevita","robasta",NULL,0
5256,62,"350","","Lamborghini","350ГТ",NULL,"350","robasta",NULL,0
5257,62,"Si?n","","Lamborghini",NULL,1,"sin","robasta",NULL,0
5258,65,"Fashion","","Landwind","Фешн",NULL,"fashion","robasta",NULL,0
5259,65,"X9","","Landwind",NULL,NULL,"x9","robasta",NULL,0
5260,66,"CT200h","","Lexus","ЦТ200эйч",1,"ct200h","robasta",3509,19
5261,66,"ES200","","Lexus","ЕС200",1,"es200","robasta",906,274
5262,66,"ES250","","Lexus","ЕС250",1,"es250","robasta",906,274
5263,66,"ES300","","Lexus","ЕС300",1,"es300","robasta",906,274
5264,66,"ES300h","","Lexus","ЕС300эйч",1,"es300h","robasta",906,274
5265,66,"ES330","","Lexus","ЕС330",1,"es330","robasta",906,274
5266,66,"ES350","","Lexus","ЕС350",1,"es350","robasta",906,274
5267,66,"GS200t","","Lexus","ГС200т",1,"gs200t","robasta",907,292
5268,66,"GS250","","Lexus","ГС250",1,"gs250","robasta",907,292
5269,66,"GS300","","Lexus","ГС300",1,"gs300","robasta",907,292
5270,66,"GS300h","","Lexus","ГС300эйч",1,"gs300h","robasta",907,292
5271,66,"GS350","","Lexus","ГС350",1,"gs350","robasta",907,292
5272,66,"GS400","","Lexus","ГС400",1,"gs400","robasta",907,292
5273,66,"GS430","","Lexus","ГС430",1,"gs430","robasta",907,292
5274,66,"GS450h","","Lexus","ГС450эйч",1,"gs450h","robasta",907,292
5275,66,"GS460","","Lexus","ГС4560",1,"gs460","robasta",907,292
5276,66,"GX400","","Lexus","ГИкс400",1,"gx400","robasta",908,154
5277,66,"GX470","","Lexus","ГИкс470",1,"gx470","robasta",908,154
5278,66,"HS250h","","Lexus","ЭйчС250эйч",1,"hs250h","robasta",3510,6
5279,66,"IS200","","Lexus","АйС200",1,"is200","robasta",909,224
5280,66,"IS200t","","Lexus","АйС200т",1,"is200t","robasta",909,224
5281,66,"IS220d","","Lexus","АйС220д",1,"is220d","robasta",909,224
5282,66,"IS250","","Lexus","АйС250",1,"is250","robasta",909,224
5283,66,"IS250c","","Lexus","АйС250ц",NULL,"is250c","robasta",NULL,0
5284,66,"IS300","","Lexus","АйС300",1,"is300","robasta",909,224
5285,66,"IS300h","","Lexus","АйС300эйч",1,"is300h","robasta",909,224
5286,66,"IS350","","Lexus","АйС350",1,"is350","robasta",909,224
5287,66,"IS350c","","Lexus","АйС350ц",NULL,"is350c","robasta",NULL,0
5288,66,"LC500","","Lexus","ЛЦ500",1,"lc500","robasta",3515,2
5289,66,"LC500h","","Lexus","ЛЦ500эйч",1,"lc500h","robasta",3515,2
5290,66,"LS350","","Lexus","ЛС350",1,"ls350","robasta",910,214
5291,66,"LS400","","Lexus","ЛС400",1,"ls400","robasta",910,214
5292,66,"LS430","","Lexus","ЛС430",1,"ls430","robasta",910,214
5293,66,"LS460","","Lexus","ЛС460",1,"ls460","robasta",910,214
5294,66,"LS460L","","Lexus","ЛС460Л",1,"ls460l","robasta",910,214
5295,66,"LS500","","Lexus","ЛС500",1,"ls500","robasta",910,214
5296,66,"LS500h","","Lexus","ЛС500эйч",1,"ls500h","robasta",910,214
5297,66,"LS600h","","Lexus","ЛС600эйч",1,"ls600h","robasta",910,214
5298,66,"LS600hL","","Lexus","ЛС600эйчЛ",1,"ls600hl","robasta",910,214
5299,66,"LX450","","Lexus","ЛИкс450",1,"lx450","robasta",911,591
