"id","parent_id","name","fullname","parent_name","name_ru","vehicle_type_id","slug","source","parent_model_id","freq"
18157,18152,"FREELINE 24","","FREELINE","",6,"24","ilya_add",NULL,0
18158,NULL,"Nord Star","Nord Star","","",NULL,"nordstar","ilya_add",NULL,0
18159,18158,"Patrol","","Nord Star","",6,"patrol","ilya_add",NULL,0
18160,NULL,"STM Boats","STM Boats","","",NULL,"stmboats","ilya_add",NULL,0
18161,18160,"STM 4700 SportFun","","STM Boats","",6,"stm4700sportfun","ilya_add",NULL,0
18162,NULL,"Корабельная артель","Корабельная артель","","",NULL,"korabelnayaartel","ilya_add",NULL,0
18163,18162,"Русич","","Корабельная артель","",6,"rusich","ilya_add",NULL,0
18164,NULL,"Beneteau","Beneteau","","",NULL,"beneteau","ilya_add",NULL,0
18165,18164,"Antares","","Beneteau","",6,"antares","ilya_add",NULL,0
18166,18164,"Beneteau 50","","Beneteau","",6,"50","ilya_add",NULL,0
18167,18164,"First","","Beneteau","",6,"first","ilya_add",NULL,0
18168,18164,"Oceanis","","Beneteau","",6,"oceanis","ilya_add",NULL,0
18169,18164,"Swift Trawler","","Beneteau","",6,"swifttrawler","ilya_add",NULL,0
18170,18164,"Barracuda","","Beneteau","",6,"barracuda","ilya_add",NULL,0
18171,18164,"Cyclades","","Beneteau","",6,"cyclades","ilya_add",NULL,0
18172,18164,"Monte Carlo","","Beneteau","",6,"montecarlo","ilya_add",NULL,0
18173,18164,"Gran Turismo","","Beneteau","",6,"granturismo","ilya_add",NULL,0
18174,NULL,"Galeon","Galeon","","",NULL,"galeon","ilya_add",NULL,0
18175,18174,"260","","Galeon","",6,"260","ilya_add",NULL,0
18176,18174,"330","","Galeon","",6,"330","ilya_add",NULL,0
18177,18174,"390","","Galeon","",6,"390","ilya_add",NULL,0
18178,18174,"440","","Galeon","",6,"440","ilya_add",NULL,0
18179,18174,"530","","Galeon","",6,"530","ilya_add",NULL,0
18180,18174,"280","","Galeon","",6,"280","ilya_add",NULL,0
18181,18174,"340","","Galeon","",6,"340","ilya_add",NULL,0
18182,18174,"380","","Galeon","",6,"380","ilya_add",NULL,0
18183,NULL,"Nord West","Nord West","","",NULL,"nordwest","ilya_add",NULL,0
18184,18183,"330","","Nord West","",6,"330","ilya_add",NULL,0
18185,18183,"370","","Nord West","",6,"370","ilya_add",NULL,0
18186,18183,"410","","Nord West","",6,"410","ilya_add",NULL,0
18187,18183,"420","","Nord West","",6,"420","ilya_add",NULL,0
18188,18183,"560","","Nord West","",6,"560","ilya_add",NULL,0
18189,18183,"355","","Nord West","",6,"355","ilya_add",NULL,0
18190,18183,"390","","Nord West","",6,"390","ilya_add",NULL,0
18191,NULL,"Stratos","Stratos","","",NULL,"stratos","ilya_add",NULL,0
18192,18191,"160J","","Stratos","",6,"160j","ilya_add",NULL,0
18193,18191,"18","","Stratos","",6,"18","ilya_add",NULL,0
18194,18191,"200","","Stratos","",6,"200","ilya_add",NULL,0
18195,18191,"275","","Stratos","",6,"275","ilya_add",NULL,0
18196,18191,"286","","Stratos","",6,"286","ilya_add",NULL,0
18197,NULL,"Корвет","Корвет","","",NULL,"korvet","ilya_add",NULL,0
18198,18197,"Корвет 480","","Корвет","",6,"480","ilya_add",NULL,0
18199,18197,"Корвет 500","","Корвет","",6,"500","ilya_add",NULL,0
18200,18197,"Корвет 600","","Корвет","",6,"600","ilya_add",NULL,0
18201,18197,"Корвет 750","","Корвет","",6,"750","ilya_add",NULL,0
18202,NULL,"Benetti","Benetti","","",NULL,"benetti","ilya_add",NULL,0
18203,18202,"Sail Division","","Benetti","",6,"saildivision","ilya_add",NULL,0
18204,NULL,"Galia","Galia","","",NULL,"galia","ilya_add",NULL,0
18205,18204,"440","","Galia","",6,"440","ilya_add",NULL,0
18206,18204,"530","","Galia","",6,"530","ilya_add",NULL,0
18207,18204,"610","","Galia","",6,"610","ilya_add",NULL,0
18208,18204,"670","","Galia","",6,"670","ilya_add",NULL,0
18209,18204,"777","","Galia","",6,"777","ilya_add",NULL,0
18210,18204,"485","","Galia","",6,"485","ilya_add",NULL,0
18211,18204,"565","","Galia","",6,"565","ilya_add",NULL,0
18212,18204,"620","","Galia","",6,"620","ilya_add",NULL,0
18213,18204,"700","","Galia","",6,"700","ilya_add",NULL,0
18214,18204,"820","","Galia","",6,"820","ilya_add",NULL,0
18215,18204,"515","","Galia","",6,"515","ilya_add",NULL,0
18216,18204,"600","","Galia","",6,"600","ilya_add",NULL,0
18217,18204,"630","","Galia","",6,"630","ilya_add",NULL,0
18218,NULL,"Nordic","Nordic","","",NULL,"nordic","ilya_add",NULL,0
18219,18218,"22DC","","Nordic","",6,"22dc","ilya_add",NULL,0
18220,18218,"38 HardTop","","Nordic","",6,"38hardtop","ilya_add",NULL,0
18221,NULL,"Sun Tracker","Sun Tracker","","",NULL,"suntracker","ilya_add",NULL,0
18223,NULL,"Костромской СМЗ","Костромской СМЗ","","",NULL,"kostromskojsmz","ilya_add",NULL,0
18224,18223,"Костромич","","Костромской СМЗ","",6,"kostromich","ilya_add",NULL,0
18225,18223,"КС-100","","Костромской СМЗ","",6,"ks100","ilya_add",NULL,0
18226,18223,"ЛС-56","","Костромской СМЗ","",6,"ls56","ilya_add",NULL,0
18227,NULL,"Blash","Blash","","",NULL,"blash","ilya_add",NULL,0
18228,18227,"Blash 190","","Blash","",6,"190","ilya_add",NULL,0
18229,NULL,"GemAir","GemAir","","",NULL,"gemair","ilya_add",NULL,0
18230,18229,"СВП Пегас","","GemAir","",6,"svppegas","ilya_add",NULL,0
18231,NULL,"North River","North River","","",NULL,"northriver","ilya_add",NULL,0
18232,18231,"Commander","","North River","",6,"commander","ilya_add",NULL,0
18233,18231,"SeaHawk","","North River","",6,"seahawk","ilya_add",NULL,0
18234,NULL,"Sunbird","Sunbird","","",NULL,"sunbird","ilya_add",NULL,1
18235,18234,"SPL","","Sunbird","",6,"spl","ilya_add",NULL,0
18236,NULL,"КСМЗ","КСМЗ","","",NULL,"ksmz","ilya_add",NULL,0
18237,18236,"КС-102","","КСМЗ","",6,"ks102","ilya_add",NULL,0
18238,18236,"КС-38 (Calypso)","","КСМЗ","",6,"ks38calypso","ilya_add",NULL,0
18239,18236,"КС-600 (Fisher)","","КСМЗ","",6,"ks600fisher","ilya_add",NULL,0
18240,18236,"КС-700","","КСМЗ","",6,"ks700","ilya_add",NULL,0
18241,18236,"КС-701","","КСМЗ","",6,"ks701","ilya_add",NULL,0
18242,NULL,"Boesch","Boesch","","",NULL,"boesch","ilya_add",NULL,0
18243,18242,"900","","Boesch","",6,"900","ilya_add",NULL,0
18244,NULL,"Gladius","Gladius","","",NULL,"gladius","ilya_add",NULL,0
18245,18244,"Awara","","Gladius","",6,"awara","ilya_add",NULL,0
18246,18244,"Cruiser","","Gladius","",6,"cruiser","ilya_add",NULL,0
18247,18244,"Hunter","","Gladius","",6,"hunter","ilya_add",NULL,0
18248,18244,"Moonray","","Gladius","",6,"moonray","ilya_add",NULL,0
18249,18244,"Sea Wind","","Gladius","",6,"seawind","ilya_add",NULL,0
18250,18244,"Balttika","","Gladius","",6,"balttika","ilya_add",NULL,0
18251,18244,"Dream","","Gladius","",6,"dream","ilya_add",NULL,0
18252,18244,"LKM","","Gladius","",6,"lkm","ilya_add",NULL,0
18253,18244,"Phantom WA","","Gladius","",6,"phantomwa","ilya_add",NULL,0
18254,18244,"Star","","Gladius","",6,"star","ilya_add",NULL,0
18255,18244,"Comfort","","Gladius","",6,"comfort","ilya_add",NULL,0
18256,18244,"Glide","","Gladius","",6,"glide","ilya_add",NULL,0
18257,NULL,"North Star","North Star","","",NULL,"northstar","ilya_add",NULL,0
18258,18257,"230 CDS","","North Star","",6,"230cds","ilya_add",NULL,0
18259,NULL,"Sunseeker","Sunseeker","","",NULL,"sunseeker","ilya_add",NULL,0
18260,18259,"Manhattan 44","","Sunseeker","",6,"manhattan44","ilya_add",NULL,0
18261,18259,"Manhattan 60","","Sunseeker","",6,"manhattan60","ilya_add",NULL,0
18262,18259,"Portofino 46","","Sunseeker","",6,"portofino46","ilya_add",NULL,0
18263,18259,"Predator 58","","Sunseeker","",6,"predator58","ilya_add",NULL,0
18264,18259,"Tomahawk 41","","Sunseeker","",6,"tomahawk41","ilya_add",NULL,0
18265,18259,"Manhattan 50","","Sunseeker","",6,"manhattan50","ilya_add",NULL,0
18266,18259,"Manhattan 66","","Sunseeker","",6,"manhattan66","ilya_add",NULL,0
18267,18259,"Predator 52","","Sunseeker","",6,"predator52","ilya_add",NULL,0
18268,18259,"Sunseeker 86","","Sunseeker","",6,"86","ilya_add",NULL,0
18269,NULL,"Курс","Курс","","",NULL,"kurs","ilya_add",NULL,0
18270,18269,"Кальмар","","Курс","",6,"kalmar","ilya_add",NULL,0
18271,NULL,"Boston Whaler","Boston Whaler","","",NULL,"bostonwhaler","ilya_add",NULL,0
18272,18271,"Conquest","","Boston Whaler","",6,"conquest","ilya_add",NULL,0
18273,18271,"Ventura","","Boston Whaler","",6,"ventura","ilya_add",NULL,0
18274,NULL,"Glassmaster","Glassmaster","","",NULL,"glassmaster","ilya_add",NULL,0
18275,18274,"180","","Glassmaster","",6,"180","ilya_add",NULL,0
18276,NULL,"NorthSilver","NorthSilver","","",NULL,"northsilver","ilya_add",NULL,1
18277,18276,"490","","NorthSilver","",6,"490","ilya_add",NULL,0
18278,18276,"605 WA","","NorthSilver","",6,"605wa","ilya_add",NULL,0
18279,18276,"690","","NorthSilver","",6,"690","ilya_add",NULL,0
18280,NULL,"Supreme","Supreme","","",NULL,"supreme","ilya_add",NULL,0
18281,18280,"SP","","Supreme","",6,"sp","ilya_add",NULL,0
18282,18280,"V","","Supreme","",6,"v","ilya_add",NULL,0
18283,NULL,"Ладога","Ладога","","",NULL,"ladoga","ilya_add",NULL,0
18284,18283,"Ладога 2","","Ладога","",6,"2","ilya_add",NULL,0
18285,18283,"Ладога М","","Ладога","",6,"m","ilya_add",NULL,0
18286,NULL,"Boulton","Boulton","","",NULL,"boulton","ilya_add",NULL,0
18287,18286,"Explorer","","Boulton","",6,"explorer","ilya_add",NULL,0
18288,18286,"Kodiak","","Boulton","",6,"kodiak","ilya_add",NULL,0
18289,18286,"Skiff","","Boulton","",6,"skiff","ilya_add",NULL,0
18290,NULL,"Glastron","Glastron","","",NULL,"glastron","ilya_add",NULL,0
18291,18290,"GS CABIN SERIES","","Glastron","",6,"gscabin","ilya_add",NULL,0
18292,18290,"SX Series","","Glastron","",6,"sx","ilya_add",NULL,0
18293,18290,"GX Series","","Glastron","",6,"gx","ilya_add",NULL,0
18294,NULL,"NorthSilver Pro","NorthSilver Pro","","",NULL,"northsilverpro","ilya_add",NULL,0
18295,18294,"490","","NorthSilver Pro","",6,"490","ilya_add",NULL,0
18296,18294,"620","","NorthSilver Pro","",6,"620","ilya_add",NULL,0
18297,18294,"695","","NorthSilver Pro","",6,"695","ilya_add",NULL,0
18298,18294,"745","","NorthSilver Pro","",6,"745","ilya_add",NULL,0
18299,18294,"810","","NorthSilver Pro","",6,"810","ilya_add",NULL,0
18300,18294,"560","","NorthSilver Pro","",6,"560","ilya_add",NULL,0
18301,18294,"635","","NorthSilver Pro","",6,"635","ilya_add",NULL,0
18302,18294,"565","","NorthSilver Pro","",6,"565","ilya_add",NULL,0
18303,NULL,"Sylvan","Sylvan","","",NULL,"sylvan","ilya_add",NULL,0
18304,18303,"Explorer","","Sylvan","",6,"explorer","ilya_add",NULL,0
18305,18303,"Navigator","","Sylvan","",6,"navigator","ilya_add",NULL,0
18306,18303,"Offshore","","Sylvan","",6,"offshore","ilya_add",NULL,0
18307,NULL,"Линия СП","Линия СП","","",NULL,"liniyasp","ilya_add",NULL,0
18308,18307,"Арктур 560","","Линия СП","",6,"arktur560","ilya_add",NULL,0
18309,NULL,"BRP","BRP","","",NULL,"brp","ilya_add",NULL,2
18310,18309,"Sea-Doo Challenger","","BRP","",6,"seadoochallenger","ilya_add",NULL,0
18311,18309,"Sea-Doo Speedster","","BRP","",6,"seadoospeedster","ilya_add",NULL,0
18312,18309,"Sea-Doo Utopia","","BRP","",6,"seadooutopia","ilya_add",NULL,0
18313,18309,"Sea-Doo Wake","","BRP","",6,"seadoowake","ilya_add",NULL,0
18314,NULL,"Globe Trawler","Globe Trawler","","",NULL,"globetrawler","ilya_add",NULL,0
18315,18314,"Globe Trawler 36","","Globe Trawler","",6,"36","ilya_add",NULL,0
18316,NULL,"Northwest Jetboats","Northwest Jetboats","","",NULL,"northwestjetboats","ilya_add",NULL,0
18317,18316,"Freedom","","Northwest Jetboats","",6,"freedom","ilya_add",NULL,0
18318,18316,"Lightining","","Northwest Jetboats","",6,"lightining","ilya_add",NULL,0
18319,18316,"Off Shore","","Northwest Jetboats","",6,"offshore","ilya_add",NULL,0
18320,NULL,"Tacar","Tacar","","",NULL,"tacar","ilya_add",NULL,0
18321,18320,"High Performance","","Tacar","",6,"highperformance","ilya_add",NULL,0
18322,NULL,"ЛЭЗСС","ЛЭЗСС","","",NULL,"lezss","ilya_add",NULL,0
18323,18322,"Ритм","","ЛЭЗСС","",6,"ritm","ilya_add",NULL,0
18324,NULL,"Bryant","Bryant","","",NULL,"bryant","ilya_add",NULL,0
18325,18324,"206","","Bryant","",6,"206","ilya_add",NULL,0
18326,NULL,"Gobbi","Gobbi","","",NULL,"gobbi","ilya_add",NULL,0
18327,18326,"225 Sport","","Gobbi","",6,"225sport","ilya_add",NULL,0
18328,18326,"245 Cabin","","Gobbi","",6,"245cabin","ilya_add",NULL,0
18329,18326,"255 FC","","Gobbi","",6,"255fc","ilya_add",NULL,0
18330,18326,"315 SC","","Gobbi","",6,"315sc","ilya_add",NULL,0
18331,NULL,"Northwood","Northwood","","",NULL,"northwood","ilya_add",NULL,0
18332,18331,"Fisherman","","Northwood","",6,"fisherman","ilya_add",NULL,0
18333,NULL,"Tahoe","Tahoe","","",NULL,"tahoe","ilya_add",NULL,0
18334,18333,"204","","Tahoe","",6,"204","ilya_add",NULL,0
18335,18333,"Q","","Tahoe","",6,"q","ilya_add",NULL,0
18336,NULL,"Марс","Марс","","",NULL,"mars","ilya_add",NULL,0
18337,18336,"700","","Марс","",6,"700","ilya_add",NULL,0
18338,NULL,"Buster","Buster","","",NULL,"buster","ilya_add",NULL,0
18339,18338,"Magnum","","Buster","",6,"magnum","ilya_add",NULL,0
18340,18338,"X","","Buster","",6,"x","ilya_add",NULL,0
18341,18338,"XXL","","Buster","",6,"xxl","ilya_add",NULL,0
18342,NULL,"Grand Soleil","Grand Soleil","","",NULL,"grandsoleil","ilya_add",NULL,0
18343,18342,"46","","Grand Soleil","",6,"46","ilya_add",NULL,0
18344,NULL,"Odin Yachten","Odin Yachten","","",NULL,"odinyachten","ilya_add",NULL,0
18345,18344,"Odin 820","","Odin Yachten","",6,"odin820","ilya_add",NULL,0
18346,NULL,"Targa","Targa","","",NULL,"targa","ilya_add",NULL,0
18347,18346,"23","","Targa","",6,"23","ilya_add",NULL,0
18348,18346,"27.1","","Targa","",6,"271","ilya_add",NULL,0
18349,18346,"31","","Targa","",6,"31","ilya_add",NULL,0
18350,18346,"35","","Targa","",6,"35","ilya_add",NULL,0
18351,18346,"37","","Targa","",6,"37","ilya_add",NULL,0
18352,18346,"25.1","","Targa","",6,"251","ilya_add",NULL,0
18353,18346,"30","","Targa","",6,"30","ilya_add",NULL,0
18354,18346,"33","","Targa","",6,"33","ilya_add",NULL,0
18355,NULL,"Метацентр","Метацентр","","",NULL,"metatsentr","ilya_add",NULL,0
18356,18355,"ТПК","","Метацентр","",6,"tpk","ilya_add",NULL,0
18357,NULL,"C-Dory","C-Dory","","",NULL,"cdory","ilya_add",NULL,0
18358,18357,"Cruiser","","C-Dory","",6,"cruiser","ilya_add",NULL,0
18359,NULL,"Grandezza","Grandezza","","",NULL,"grandezza","ilya_add",NULL,0
18360,18359,"23 DC","","Grandezza","",6,"23dc","ilya_add",NULL,0
18361,18359,"27 OC","","Grandezza","",6,"27oc","ilya_add",NULL,0
18362,18359,"31 DC","","Grandezza","",6,"31dc","ilya_add",NULL,0
18363,18359,"33 OC","","Grandezza","",6,"33oc","ilya_add",NULL,0
18364,18359,"39 CA","","Grandezza","",6,"39ca","ilya_add",NULL,0
18365,18359,"23 OC","","Grandezza","",6,"23oc","ilya_add",NULL,0
18366,18359,"27 S","","Grandezza","",6,"27s","ilya_add",NULL,0
18367,18359,"31 OC","","Grandezza","",6,"31oc","ilya_add",NULL,0
18368,18359,"33 S","","Grandezza","",6,"33s","ilya_add",NULL,0
18369,18359,"40 FLY","","Grandezza","",6,"40fly","ilya_add",NULL,0
18370,18359,"26 CA","","Grandezza","",6,"26ca","ilya_add",NULL,0
18371,18359,"29 WA","","Grandezza","",6,"29wa","ilya_add",NULL,0
18372,NULL,"Outerlimits","Outerlimits","","",NULL,"outerlimits","ilya_add",NULL,0
18373,18372,"Quattro","","Outerlimits","",6,"quattro","ilya_add",NULL,0
18374,NULL,"Terhi","Terhi","","",NULL,"terhi","ilya_add",NULL,4
18375,18374,"4110","","Terhi","",6,"4110","ilya_add",NULL,0
18376,18374,"520","","Terhi","",6,"520","ilya_add",NULL,0
18377,18374,"Big Fun","","Terhi","",6,"bigfun","ilya_add",NULL,0
18378,18374,"475","","Terhi","",6,"475","ilya_add",NULL,0
18379,NULL,"МК","МК","","",NULL,"mk","ilya_add",NULL,0
18380,18379,"СК-2","","МК","",6,"sk2","ilya_add",NULL,0
18381,NULL,"C-Hawk","C-Hawk","","",NULL,"chawk","ilya_add",NULL,0
18382,18381,"222","","C-Hawk","",6,"222","ilya_add",NULL,0
18383,NULL,"GreenLine","GreenLine","","",NULL,"greenline","ilya_add",NULL,0
18384,18383,"33","","GreenLine","",6,"33","ilya_add",NULL,0
18385,18383,"40","","GreenLine","",6,"40","ilya_add",NULL,0
18386,NULL,"Palm Beach","Palm Beach","","",NULL,"palmbeach","ilya_add",NULL,0
18387,18386,"Whitecape161","","Palm Beach","",6,"whitecape161","ilya_add",NULL,0
18388,NULL,"TES","TES","","",NULL,"tes","ilya_add",NULL,0
18389,18388,"32 Dreamer","","TES","",6,"32dreamer","ilya_add",NULL,0
18390,NULL,"МССЗ","МССЗ","","",NULL,"mssz","ilya_add",NULL,0
18391,18390,"Заря","","МССЗ","",6,"zarya","ilya_add",NULL,0
18392,18390,"Москвич","","МССЗ","",6,"moskvich","ilya_add",NULL,0
18393,NULL,"Calipso Yacht","Calipso Yacht","","",NULL,"calipsoyacht","ilya_add",NULL,0
18394,18393,"Calipso750","","Calipso Yacht","",6,"calipso750","ilya_add",NULL,0
18395,NULL,"Grizzly","Grizzly","","",NULL,"grizzly","ilya_add",NULL,1
18396,18395,"470","","Grizzly","",6,"470","ilya_add",NULL,0
18397,18395,"490","","Grizzly","",6,"490","ilya_add",NULL,0
18398,18395,"520","","Grizzly","",6,"520","ilya_add",NULL,0
18399,18395,"580","","Grizzly","",6,"580","ilya_add",NULL,0
18400,18395,"Kasatka 2M","","Grizzly","",6,"kasatka2m","ilya_add",NULL,0
18401,NULL,"Panther Airboats","Panther Airboats","","",NULL,"pantherairboats","ilya_add",NULL,0
18402,18401,"18x8","","Panther Airboats","",6,"18x8","ilya_add",NULL,0
18403,NULL,"Thompson","Thompson","","",NULL,"thompson","ilya_add",NULL,0
18404,18403,"DAYTONA","","Thompson","",6,"daytona","ilya_add",NULL,0
